project_id,community_id,community_size
227542815,1,148
227805015,2,652
228117837,0,66
228390865,3,170
22841549,1,148
228435476,2,652
22844864,11,23
22855240,2,652
228829544,1,148
22883472,4,30
228868155,7,215
228908078,10,852
228925870,2,652
229011395,0,66
229030654,2,652
229145432,13,132
229315360,0,66
22938893,7,215
22959046,9,46
229877920,1,148
229959677,2,652
230075785,17,788
23013460,7,215
230219297,4,30
230310173,1,148
23050110,4,30
230595891,18,234
23061798,8,85
230737113,15,32
230795797,3,170
230847070,2,652
23086893,0,66
23088740,3,170
23096959,7,215
230993380,2,652
231150319,13,132
231268,12,84
231798478,0,66
231824392,10,852
23206290,4,30
232099133,2,652
232160635,7,215
23235250,4,30
23247808,14,11
2325298,0,66
232539879,2,652
23254194,32,66
23277480,3,170
2328181,12,84
233147271,0,66
23315232,19,819
233320086,5,40
23335281,29,134
23351479,4,30
233563057,3,170
23356570,9,46
23357588,4,30
23362234,2,652
23368445,0,66
233938764,3,170
2339555,0,66
233984636,0,66
23405758,5,40
234167893,8,85
23418517,3,170
234270760,3,170
23465977,13,132
234727608,10,852
234798675,10,852
234839116,2,652
234890761,0,66
23496893,9,46
23500865,2,652
235075339,26,263
235590808,1,148
235638810,3,170
23572616,5,40
2358108,4,30
235819600,0,66
235822784,14,11
235860204,3,170
235866201,3,170
235901813,0,66
2359378,9,46
236055696,2,652
236106066,14,11
23622727,2,652
23641816,0,66
2365549,5,40
236570305,8,85
236570369,3,170
23664475,14,11
23670203,5,40
236824540,24,12
236828515,11,23
236953554,1,148
237159,4,30
23727431,7,215
237360465,4,30
237402828,15,32
237409088,3,170
237459124,13,132
237523442,2,652
237547093,12,84
237617513,3,170
237707489,16,14
237844675,1,148
23797421,3,170
23821422,8,85
238290996,1,148
23837751,9,46
2383782,3,170
23845253,2,652
238683847,0,66
239253118,2,652
23930639,4,30
239381576,2,652
239416281,0,66
2394379,4,30
239469102,5,40
2396600,8,85
239770490,8,85
239781275,14,11
23982180,18,234
24000265,12,84
2401217,28,71
240151150,29,134
240215314,6,232
240317939,27,116
240328897,4,30
240466,3,170
240488592,0,66
240543078,0,66
24063576,19,819
240819531,19,819
240846407,3,170
240912221,3,170
240949621,1,148
240971435,0,66
2410676,1,148
241092383,16,14
241163393,0,66
241268229,29,134
24130045,1,148
241506979,1,148
24167016,4,30
24182261,0,66
241853427,3,170
241903378,2,652
24195339,4,30
242094505,3,170
242202166,2,652
2423322,8,85
